time,close,open,high,low,volume
2010/4/9,93.17,93.38,93.77,93.12,100000
2010/4/12,93.2,93.09,93.59,92.97,100000
2010/4/13,93.19,93.21,93.39,92.58,100000
2010/4/14,93.27,93.19,93.7,92.83,100000
2010/4/15,93.08,93.27,93.52,92.88,100000
2010/4/16,92.16,93.07,93.13,91.9,100000
2010/4/19,92.41,91.99,92.52,91.6,100000
2010/4/20,93.22,92.41,93.38,92.406,100000
2010/4/21,93.13,93.21,93.44,92.93,100000
2010/4/22,93.45,93.13,93.6,92.74,100000
2010/4/23,93.96,93.46,94.31,93.31,100000
2010/4/26,94.01,94.08,94.35,93.89,100000
2010/4/27,93.1,94,94.02,92.82,100000
2010/4/28,94.15,93.12,94.3,93,100000
2010/4/29,94.09,94.17,94.25,93.85,100000
2010/4/30,93.84,94.1,94.58,93.82,100000
2010/5/3,94.58,93.93,94.77,93.84,100000
2010/5/4,94.67,94.57,94.97,94.32,100000
2010/5/5,93.96,94.66,94.97,93.54,100000
2010/5/6,90.86,93.93,93.97,88.15,100000
2010/5/7,91.58,90.85,93.21,90,100000
2010/5/10,93.34,92.69,93.53,91.76,100000
2010/5/11,92.66,93.35,93.38,92.21,100000
2010/5/12,93.24,92.63,93.28,92.45,100000
2010/5/13,92.69,93.23,93.62,92.59,100000
2010/5/14,92.5,92.7,93.07,91.81,100000
2010/5/17,92.56,92.32,92.67,91.76,100000
2010/5/18,92.05,92.57,92.95,91.91,100000
2010/5/19,91.8,92.05,92.14,90.97,100000
2010/5/20,89.27,91.79,91.87,88.97,100000
2010/5/21,89.97,89.28,90.46,89.22,100000
2010/5/24,90.26,90.18,90.6,89.75,100000
2010/5/25,90.3,90.25,90.46,89.26,100000
2010/5/26,89.98,90.29,90.65,89.82,100000
2010/5/27,90.95,89.97,91.07,89.9,100000
2010/5/28,91.05,90.96,91.39,90.61,100000
2010/5/31,91.17,90.99,91.6,90.91,100000
2010/6/1,90.98,91.17,91.44,90.54,100000
2010/6/2,92.22,90.99,92.35,90.98,100000
2010/6/3,92.57,92.22,92.79,92.04,100000
2010/6/4,91.9,92.55,92.88,91.42,100000
2010/6/7,91.46,91.82,92.07,90.97,100000
2010/6/8,91.52,91.46,91.91,90.86,100000
2010/6/9,91.31,91.51,91.66,91.05,100000
2010/6/10,91.38,91.32,91.46,90.85,100000
2010/6/11,91.64,91.36,91.76,91.2,100000
2010/6/14,91.62,91.76,92.1,91.41,100000
2010/6/15,91.51,91.63,91.69,91.08,100000
2010/6/16,91.38,91.52,91.82,91.1,100000
2010/6/17,90.9,91.39,91.43,90.51,100000
2010/6/18,90.68,90.91,90.95,90.45,100000
2010/6/21,91.02,90.43,91.46,90.3,100000
2010/6/22,90.5,91.02,91.09,90.33,100000
2010/6/23,89.92,90.5,90.58,89.72,100000
2010/6/24,89.59,89.92,89.96,89.22,100000
2010/6/25,89.22,89.6,89.76,89.2,100000
2010/6/28,89.36,89.31,89.46,89.06,100000
2010/6/29,88.53,89.36,89.41,88.28,100000
2010/6/30,88.39,88.54,88.75,88.36,100000
2010/7/1,87.74,88.4,88.55,86.95,100000
2010/7/2,87.76,87.75,88.2,87.33,100000
2010/7/5,87.76,87.73,88,87.62,100000
2010/7/6,87.57,87.75,87.97,87.34,100000
2010/7/7,87.75,87.57,87.79,87.02,100000
2010/7/8,88.42,87.76,88.62,87.66,100000
2010/7/9,88.6,88.44,88.69,88.37,100000
2010/7/12,88.63,88.68,89.15,88.39,100000
2010/7/13,88.67,88.64,88.85,88.02,100000
2010/7/14,88.4,88.66,89.1,88.08,100000
2010/7/15,87.37,88.39,88.39,87.23,100000
2010/7/16,86.56,87.38,87.5,86.26,100000
2010/7/19,86.77,86.61,87.21,86.47,100000
2010/7/20,87.44,86.75,87.56,86.69,100000
2010/7/21,86.97,87.43,87.43,86.88,100000
2010/7/22,87.04,86.96,87.2,86.34,100000
2010/7/23,87.39,87.03,87.49,86.73,100000
2010/7/26,86.97,87.55,87.71,86.82,100000
2010/7/27,87.85,86.97,87.97,86.83,100000
2010/7/28,87.36,87.85,88.11,87.27,100000
2010/7/29,86.89,87.39,87.51,86.56,100000
2010/7/30,86.43,86.88,86.91,85.94,100000
2010/8/2,86.42,86.41,86.87,86.32,100000
2010/8/3,85.82,86.43,86.64,85.68,100000
2010/8/4,86.32,85.81,86.37,85.32,100000
2010/8/5,85.85,86.31,86.44,85.7,100000
2010/8/6,85.48,85.84,86.17,85.02,100000
2010/8/9,85.924,85.373,85.97,85.298,100000
2010/8/10,85.32,85.925,86.183,85.182,100000
2010/8/11,85.252,85.317,85.455,84.722,100000
2010/8/12,85.864,85.25,85.978,84.926,100000
2010/8/13,86.19,85.878,86.346,85.562,100000
2010/8/16,85.332,86.223,86.225,85.206,100000
2010/8/17,85.559,85.331,85.67,85.106,100000
2010/8/18,85.384,85.558,85.673,85.19,100000
2010/8/19,85.292,85.394,85.905,84.882,100000
2010/8/20,85.566,85.292,85.815,85.19,100000
2010/8/23,85.098,85.596,85.656,85.06,100000
2010/8/24,84.139,85.103,85.185,83.585,100000
2010/8/25,84.598,84.13,84.822,84.124,100000
2010/8/26,84.46,84.597,84.874,84.322,100000
2010/8/27,85.22,84.458,85.441,84.268,100000
2010/8/30,84.545,85.347,85.899,84.5,100000
2010/8/31,84.172,84.545,84.654,83.82,100000
2010/9/1,84.448,84.164,84.655,83.655,100000
2010/9/2,84.295,84.449,84.53,84.005,100000
2010/9/3,84.324,84.295,85.209,84.163,100000
2010/9/6,84.121,84.346,84.483,84.04,100000
2010/9/7,83.767,84.128,84.255,83.51,100000
2010/9/8,83.852,83.772,84.03,83.336,100000
2010/9/9,83.832,83.853,84.013,83.492,100000
2010/9/10,84.168,83.832,84.356,83.77,100000
2010/9/13,83.733,84.189,84.353,83.503,100000
2010/9/14,83.025,83.735,83.744,82.922,100000
2010/9/15,85.74,83.025,85.764,82.872,100000
2010/9/16,85.84,85.736,85.913,85.217,100000
2010/9/17,85.84,85.82,85.914,85.594,100000
2010/9/20,85.684,85.734,85.794,85.507,100000
2010/9/21,85.148,85.685,85.76,84.986,100000
2010/9/22,84.536,85.148,85.172,84.272,100000
2010/9/23,84.397,84.537,84.664,84.265,100000
2010/9/24,84.192,84.393,85.381,84.109,100000
2010/9/27,84.273,84.293,84.383,84.111,100000
2010/9/28,83.818,84.272,84.337,83.697,100000
2010/9/29,83.712,83.815,84.077,83.495,100000
2010/9/30,83.49,83.712,83.802,83.167,100000
2010/10/1,83.21,83.49,83.57,83.151,100000
2010/10/4,83.413,83.27,83.866,83.178,100000
2010/10/5,83.217,83.413,83.972,82.959,100000
2010/10/6,82.904,83.217,83.259,82.76,100000
2010/10/7,82.304,82.904,83.021,82.108,100000
2010/10/8,81.8,82.304,82.554,81.726,100000
2010/10/11,82.071,81.559,82.174,81.55,100000
2010/10/12,81.82,82.081,82.328,81.653,100000
2010/10/13,81.792,81.819,81.995,81.714,100000
2010/10/14,81.45,81.796,81.832,80.881,100000
2010/10/15,81.434,81.45,81.61,80.87,100000
2010/10/18,81.26,81.43,81.465,81.122,100000
2010/10/19,81.605,81.272,81.906,81.135,100000
2010/10/20,81.136,81.605,81.65,80.836,100000
2010/10/21,81.284,81.139,81.801,80.911,100000
2010/10/22,81.347,81.284,81.57,80.977,100000
2010/10/25,80.77,81.38,81.393,80.414,100000
2010/10/26,81.4,80.782,81.642,80.607,100000
2010/10/27,81.704,81.4,81.975,81.31,100000
2010/10/28,81.002,81.71,81.759,80.858,100000
2010/10/29,80.388,81.004,81.062,80.31,100000
2010/11/1,80.549,80.344,81.121,80.295,100000
2010/11/2,80.664,80.549,80.952,80.469,100000
2010/11/3,81.074,80.66,81.537,80.594,100000
2010/11/4,80.75,81.074,81.211,80.585,100000
2010/11/5,81.248,80.75,81.466,80.616,100000
2010/11/8,81.14,81.278,81.424,80.997,100000
2010/11/9,81.637,81.135,81.956,80.529,100000
2010/11/10,82.24,81.637,82.784,81.546,100000
2010/11/11,82.489,82.24,82.597,82.035,100000
2010/11/12,82.481,82.484,82.643,81.65,100000
2010/11/15,83.131,82.481,83.242,82.385,100000
2010/11/16,83.378,83.122,83.584,82.842,100000
2010/11/17,83.164,83.378,83.541,83.03,100000
2010/11/18,83.459,83.164,83.776,83.1,100000
2010/11/19,83.517,83.459,83.634,83.136,100000
2010/11/22,83.273,83.427,83.554,83.224,100000
2010/11/23,83.128,83.25,83.836,82.781,100000
2010/11/24,83.55,83.123,83.654,82.944,100000
2010/11/25,83.649,83.55,83.688,83.394,100000
2010/11/26,84.093,83.658,84.174,83.63,100000
2010/11/29,84.249,84.047,84.393,83.827,100000
2010/11/30,83.663,84.249,84.289,83.425,100000
2010/12/1,84.159,83.668,84.386,83.382,100000
2010/12/2,83.84,84.159,84.36,83.499,100000
2010/12/3,82.534,83.83,83.85,82.51,100000
2010/12/6,82.619,82.698,82.985,82.568,100000
2010/12/7,83.473,82.619,83.648,82.333,100000
2010/12/8,84.044,83.473,84.296,83.458,100000
2010/12/9,83.748,84.038,84.105,83.525,100000
2010/12/10,83.935,83.748,84.006,83.446,100000
2010/12/13,83.459,83.983,84.344,83.102,100000
2010/12/14,83.627,83.458,83.772,82.84,100000
2010/12/15,84.289,83.626,84.479,83.624,100000
2010/12/16,84,84.272,84.436,83.899,100000
2010/12/17,83.97,84.006,84.196,83.685,100000
2010/12/20,83.783,83.974,84.106,83.624,100000
2010/12/21,83.737,83.783,83.894,83.494,100000
2010/12/22,83.563,83.737,83.843,83.407,100000
2010/12/23,83.007,83.571,83.571,82.854,100000
2010/12/24,82.862,83.007,83.15,82.854,100000
2010/12/27,82.777,82.893,82.965,82.644,100000
2010/12/28,82.412,82.787,82.793,81.804,100000
2010/12/29,81.655,82.398,82.42,81.596,100000
2010/12/30,81.488,81.662,81.839,81.284,100000
2010/12/31,81.146,81.487,81.529,80.88,100000
2011/1/3,81.73,81.01,81.74,81.01,100000
2011/1/4,82.09,81.72,82.27,81.61,100000
2011/1/5,83.22,82.087,83.37,81.89,100000
2011/1/6,83.27,83.21,83.39,82.88,100000
2011/1/7,83.14,83.26,83.66,82.86,100000
2011/1/10,82.69,83.12,83.27,82.67,100000
2011/1/11,83.33,82.7,83.48,82.68,100000
2011/1/12,83.03,83.34,83.45,82.83,100000
2011/1/13,82.76,83.02,83.14,82.58,100000
2011/1/14,82.86,82.77,83.06,82.41,100000
2011/1/17,82.67,82.88,83,82.36,100000
2011/1/18,82.605,82.67,82.81,82.33,100000
2011/1/19,82.105,82.6,82.68,81.85,100000
2011/1/20,82.98,82.105,83.12,82.035,100000
2011/1/21,82.575,82.99,83.09,82.53,100000
2011/1/24,82.535,82.665,82.92,82.3,100000
2011/1/25,82.195,82.53,82.66,81.98,100000
2011/1/26,82.225,82.2,82.605,81.98,100000
2011/1/27,82.835,82.24,83.2,82.02,100000
2011/1/28,82.115,82.84,82.92,81.99,100000
2011/1/31,82.06,82.13,82.25,81.91,100000
2011/2/1,81.365,82.06,82.15,81.31,100000
2011/2/2,81.55,81.365,81.85,81.36,100000
2011/2/3,81.62,81.545,82.05,81.4,100000
2011/2/4,82.185,81.62,82.45,81.125,100000
2011/2/7,82.33,82.27,82.46,82.16,100000
2011/2/8,82.28,82.33,82.42,81.77,100000
2011/2/9,82.355,82.29,82.66,82.2,100000
2011/2/10,83.35,82.35,83.36,82.335,100000
2011/2/11,83.435,83.35,83.67,83.24,100000
2011/2/14,83.27,83.465,83.49,83.09,100000
2011/2/15,83.72,83.27,83.91,83.195,100000
2011/2/16,83.67,83.725,83.97,83.5,100000
2011/2/17,83.32,83.67,83.75,83.16,100000
2011/2/18,83.18,83.32,83.53,83.03,100000
2011/2/21,83.13,83.12,83.515,83.02,100000
2011/2/22,82.775,83.13,83.43,82.58,100000
2011/2/23,82.415,82.775,82.88,82.32,100000
2011/2/24,81.91,82.42,82.475,81.62,100000
2011/2/25,81.675,81.92,82.06,81.64,100000
2011/2/28,81.77,81.675,81.98,81.615,100000
2011/3/1,81.905,81.77,82.23,81.73,100000
2011/3/2,81.81,81.905,82.11,81.57,100000
2011/3/3,82.4,81.81,82.51,81.72,100000
2011/3/4,82.32,82.405,83.03,82.21,100000
2011/3/7,82.31,82.23,82.38,81.95,100000
2011/3/8,82.675,82.305,82.85,82.21,100000
2011/3/9,82.76,82.68,82.93,82.58,100000
2011/3/10,82.9,82.77,83.17,82.7,100000
2011/3/11,81.85,82.9,83.29,81.65,100000
2011/3/14,81.715,81.51,82.44,81.215,100000
2011/3/15,80.81,81.72,82.01,80.61,100000
2011/3/16,78.485,80.81,81.17,76.495,100000
2011/3/17,79.2,78.485,79.735,78.26,100000
2011/3/18,80.595,79.205,81.98,79.1,100000
2011/3/21,81.25,80.875,81.31,80.755,100000
2011/3/22,81.05,81.25,81.28,80.845,100000
2011/3/23,80.935,81.05,81.07,80.7,100000
2011/3/24,80.99,80.94,81.05,80.76,100000
2011/3/25,81.34,80.995,81.49,80.88,100000
2011/3/28,81.725,81.39,81.84,81.38,100000
2011/3/29,82.47,81.72,82.48,81.54,100000
2011/3/30,82.925,82.47,83.18,82.365,100000
2011/3/31,83.185,82.91,83.22,82.56,100000
2011/4/1,84.055,83.175,84.7,83.17,100000
2011/4/4,84.145,84.14,84.375,83.85,100000
2011/4/5,85.17,84.14,85.23,84.055,100000
2011/4/6,85.405,85.095,85.52,84.84,100000
2011/4/7,85.025,85.41,85.495,84.6,100000
2011/4/8,84.745,85.025,85.39,84.68,100000
2011/4/11,84.65,84.925,85.155,84.51,100000
2011/4/12,83.55,84.68,84.78,83.46,100000
2011/4/13,83.92,83.55,84.25,83.51,100000
2011/4/14,83.48,83.915,83.92,82.96,100000
2011/4/15,83.12,83.48,83.76,82.965,100000
2011/4/18,82.49,83.16,83.26,82.19,100000
2011/4/19,82.565,82.53,82.76,82.32,100000
2011/4/20,82.535,82.575,83.09,82.26,100000
2011/4/21,81.885,82.565,82.57,81.62,100000
2011/4/22,81.88,81.88,82.105,81.665,100000
2011/4/25,81.815,81.835,82.42,81.665,100000
2011/4/26,81.595,81.815,81.97,81.49,100000
2011/4/27,82.265,81.6,82.785,81.265,100000
2011/4/28,81.545,82.25,82.27,81.4,100000
2011/4/29,81.2,81.545,81.65,81.04,100000
2011/5/2,81.26,81.11,81.685,81,100000
2011/5/3,80.965,81.26,81.27,80.69,100000
2011/5/4,80.635,80.97,81.19,80.43,100000
2011/5/5,80.325,80.645,80.69,79.57,100000
2011/5/6,80.625,80.32,80.94,80.2,100000
2011/5/9,80.265,80.715,80.84,80.18,100000
2011/5/10,80.86,80.28,80.9,80.16,100000
2011/5/11,81.155,80.87,81.32,80.61,100000
2011/5/12,80.99,81.145,81.34,80.71,100000
2011/5/13,80.72,80.99,81.085,80.34,100000
2011/5/16,80.85,80.875,81.06,80.63,100000
2011/5/17,81.425,80.86,81.77,80.73,100000
2011/5/18,81.675,81.425,81.735,80.94,100000
2011/5/19,81.675,81.68,82.23,81.47,100000
2011/5/20,81.71,81.68,81.86,81.48,100000
2011/5/23,81.94,81.765,82.04,81.32,100000
2011/5/24,82.01,81.93,82.21,81.62,100000
2011/5/25,82.04,81.995,82.17,81.79,100000
2011/5/26,81.365,82.035,82.08,81.15,100000
2011/5/27,80.8,81.365,81.37,80.7,100000
2011/5/30,80.95,80.8,80.975,80.76,100000
2011/5/31,81.5,80.95,81.77,80.71,100000
2011/6/1,80.87,81.48,81.5,80.68,100000
2011/6/2,80.96,80.89,81.31,80.57,100000
2011/6/3,80.28,80.965,81.01,80.06,100000
2011/6/6,80.11,80.235,80.39,79.98,100000
2011/6/7,80.12,80.115,80.33,79.99,100000
2011/6/8,79.91,80.115,80.27,79.7,100000
2011/6/9,80.375,79.905,80.42,79.84,100000
2011/6/10,80.295,80.37,80.46,79.97,100000
2011/6/13,80.215,80.31,80.69,80.11,100000
2011/6/14,80.525,80.215,80.62,80.08,100000
2011/6/15,80.965,80.53,81.05,80.38,100000
2011/6/16,80.61,80.96,81.03,80.48,100000
2011/6/17,80.04,80.605,80.67,80.01,100000
2011/6/20,80.27,80.11,80.36,80.02,100000
2011/6/21,80.25,80.28,80.34,80.05,100000
2011/6/22,80.32,80.28,80.38,80.01,100000
2011/6/23,80.41,80.31,80.79,80.305,100000
2011/6/24,80.42,80.415,80.6,80.13,100000
2011/6/27,80.905,80.37,80.98,80.37,100000
2011/6/28,81.04,80.875,81.26,80.66,100000
2011/6/29,80.8,81.03,81.18,80.56,100000
2011/6/30,80.57,80.805,80.86,80.26,100000
2011/7/1,80.825,80.57,81.14,80.53,100000
2011/7/4,80.74,80.81,80.91,80.54,100000
2011/7/5,81.085,80.705,81.18,80.705,100000
2011/7/6,80.94,81.08,81.12,80.77,100000
2011/7/7,81.23,80.935,81.41,80.81,100000
2011/7/8,80.6,81.225,81.475,80.5,100000
2011/7/11,80.24,80.54,80.83,80.11,100000
2011/7/12,79.155,80.24,80.37,78.51,100000
2011/7/13,78.685,79.135,79.57,78.65,100000
2011/7/14,79.145,78.74,79.28,78.47,100000
2011/7/15,79.115,79.15,79.27,78.89,100000
2011/7/18,79.05,79.09,79.17,78.95,100000
2011/7/19,79.17,79.06,79.27,78.82,100000
2011/7/20,78.84,79.165,79.31,78.71,100000
2011/7/21,78.545,78.885,79.02,78.225,100000
2011/7/22,78.535,78.52,78.72,78.28,100000
2011/7/25,78.24,78.2,78.55,78.05,100000
2011/7/26,77.95,78.25,78.645,77.83,100000
2011/7/27,77.905,77.94,78.16,77.57,100000
2011/7/28,77.69,77.905,78.02,77.63,100000
2011/7/29,76.75,77.72,77.85,76.73,100000
2011/8/1,77.39,77.39,78,76.29,100000
2011/8/2,77.37,77.37,77.74,76.96,100000
2011/8/3,76.98,77.33,77.4,76.78,100000
2011/8/4,79.185,77.035,80.23,77.01,100000
2011/8/5,78.39,79.07,79.395,78.32,100000
2011/8/8,77.845,78.175,78.465,77.5,100000
2011/8/9,77.25,77.85,77.85,76.7,100000
2011/8/10,76.775,77.295,77.305,76.35,100000
2011/8/11,76.88,76.785,77.22,76.31,100000
2011/8/12,76.69,76.88,77.015,76.51,100000
2011/8/15,76.805,76.89,77.09,76.59,100000
2011/8/16,76.825,76.81,76.93,76.65,100000
2011/8/17,76.595,76.825,76.825,76.41,100000
2011/8/18,76.53,76.58,76.71,76.45,100000
2011/8/19,76.535,76.54,76.96,75.95,100000
2011/8/22,76.835,76.815,77.195,76.55,100000
2011/8/23,76.655,76.835,76.93,76.47,100000
2011/8/24,76.96,76.66,77.07,76.47,100000
2011/8/25,77.46,76.96,77.69,76.84,100000
2011/8/26,76.675,77.45,77.45,76.5,100000
2011/8/29,76.85,76.66,77.01,76.57,100000
2011/8/30,76.73,76.85,76.98,76.62,100000
2011/8/31,76.67,76.72,76.84,76.42,100000
2011/9/1,76.95,76.675,77.24,76.65,100000
2011/9/2,76.785,76.92,76.97,76.54,100000
2011/9/5,76.94,76.86,76.97,76.69,100000
2011/9/6,77.525,76.93,77.72,76.72,100000
2011/9/7,77.22,77.51,77.71,77.07,100000
2011/9/8,77.51,77.23,77.59,77.14,100000
2011/9/9,77.5,77.5,77.85,77.1,100000
2011/9/12,77.12,77.51,77.58,76.75,100000
2011/9/13,76.91,77.13,77.25,76.8,100000
2011/9/14,76.7,76.9,77.06,76.6,100000
2011/9/15,76.72,76.69,77.29,76.56,100000
2011/9/16,76.79,76.715,76.97,76.67,100000
2011/9/19,76.56,76.935,76.98,76.32,100000
2011/9/20,76.45,76.59,76.76,76.36,100000
2011/9/21,76.44,76.43,76.73,76.12,100000
2011/9/22,76.28,76.43,76.97,76.1,100000
2011/9/23,76.605,76.275,76.88,76.15,100000
2011/9/26,76.375,76.55,76.76,76.23,100000
2011/9/27,76.74,76.38,76.93,76.26,100000
2011/9/28,76.535,76.745,76.87,76.33,100000
2011/9/29,76.83,76.54,77.02,76.41,100000
2011/9/30,77.02,76.84,77.19,76.5,100000
2011/10/3,76.63,77.12,77.255,76.51,100000
2011/10/4,76.845,76.63,76.98,76.54,100000
2011/10/5,76.785,76.845,77.07,76.61,100000
2011/10/6,76.685,76.79,76.84,76.56,100000
2011/10/7,76.725,76.68,76.91,76.59,100000
2011/10/10,76.675,76.795,76.85,76.57,100000
2011/10/11,76.68,76.67,76.75,76.6,100000
2011/10/12,77.255,76.67,77.48,76.31,100000
2011/10/13,76.87,77.27,77.29,76.67,100000
2011/10/14,77.21,76.87,77.45,76.85,100000
2011/10/17,76.835,77.14,77.45,76.62,100000
2011/10/18,76.785,76.83,76.91,76.63,100000
2011/10/19,76.83,76.79,76.86,76.66,100000
2011/10/20,76.835,76.835,77.09,76.68,100000
2011/10/21,76.275,76.81,76.91,75.81,100000
2011/10/24,76.115,76.14,76.48,75.99,100000
2011/10/25,76.075,76.12,76.29,75.74,100000
2011/10/26,76.26,76.08,76.32,75.72,100000
2011/10/27,75.96,76.23,76.28,75.66,100000
2011/10/28,75.82,75.965,76,75.67,100000
2011/10/31,78.28,75.75,79.53,75.57,100000
2011/11/1,78.38,78.28,78.99,78.01,100000
2011/11/2,78.09,78.39,78.4,77.94,100000
2011/11/3,78.05,78.08,78.16,77.89,100000
2011/11/4,78.24,78.04,78.26,77.98,100000
2011/11/7,78.08,78.14,78.18,77.98,100000
2011/11/8,77.725,78.08,78.08,77.6,100000
2011/11/9,77.74,77.73,77.88,77.54,100000
2011/11/10,77.65,77.73,77.87,77.5,100000
2011/11/11,77.2,77.645,77.68,77.05,100000
2011/11/14,77.09,77.185,77.24,76.81,100000
2011/11/15,77.035,77.09,77.47,76.91,100000
2011/11/16,77.02,77.04,77.14,76.85,100000
2011/11/17,76.99,77.03,77.09,76.91,100000
2011/11/18,76.91,77,77.03,76.57,100000
2011/11/21,76.93,76.9,76.99,76.76,100000
2011/11/22,76.975,76.93,77.32,76.84,100000
2011/11/23,77.28,76.955,77.58,76.92,100000
2011/11/24,77.135,77.28,77.33,77.01,100000
2011/11/25,77.735,77.135,77.79,77.125,100000
2011/11/28,78.08,77.48,78.24,77.46,100000
2011/11/29,77.95,78.02,78.28,77.62,100000
2011/11/30,77.585,77.95,78.15,77.3,100000
2011/12/1,77.715,77.59,77.81,77.48,100000
2011/12/2,77.99,77.71,78.08,77.71,100000
2011/12/5,77.83,78.075,78.1,77.69,100000
2011/12/6,77.72,77.83,77.85,77.64,100000
2011/12/7,77.64,77.725,77.78,77.62,100000
2011/12/8,77.625,77.65,77.79,77.13,100000
2011/12/9,77.65,77.63,77.78,77.49,100000
2011/12/12,77.95,77.63,78,77.59,100000
2011/12/13,77.96,77.94,78.02,77.64,100000
2011/12/14,78.08,77.97,78.16,77.92,100000
2011/12/15,77.9,78.07,78.14,77.73,100000
2011/12/16,77.76,77.89,77.96,77.62,100000
2011/12/19,78.03,77.77,78.16,77.77,100000
2011/12/20,77.82,78.02,78.05,77.71,100000
2011/12/21,78.035,77.835,78.1,77.69,100000
2011/12/22,78.16,78.03,78.2,78,100000
2011/12/23,78.065,78.155,78.22,78,100000
2011/12/26,77.99,78.07,78.1,77.86,100000
2011/12/27,77.865,77.99,78.02,77.79,100000
2011/12/28,77.93,77.87,78.04,77.56,100000
2011/12/29,77.63,77.95,77.95,77.585,100000
2011/12/30,76.9,77.64,77.74,76.88,100000
2012/1/2,76.905,77.1,77.14,76.86,100000
2012/1/3,76.73,76.905,76.96,76.62,100000
2012/1/4,76.75,76.715,76.83,76.61,100000
2012/1/5,77.11,76.74,77.24,76.66,100000
2012/1/6,76.955,77.14,77.33,76.955,100000
2012/1/9,76.86,76.81,77.01,76.77,100000
2012/1/10,76.83,76.85,76.9,76.78,100000
2012/1/11,76.88,76.84,77.04,76.83,100000
2012/1/12,76.77,76.875,76.98,76.67,100000
2012/1/13,76.965,76.78,77,76.66,100000
2012/1/16,76.8,76.91,76.94,76.7,100000
2012/1/17,76.825,76.79,76.88,76.56,100000
2012/1/18,76.78,76.83,76.87,76.65,100000
2012/1/19,77.1,76.79,77.32,76.7,100000
2012/1/20,77.03,77.1,77.3,76.91,100000
2012/1/23,76.98,76.97,77.08,76.87,100000
2012/1/24,77.65,76.975,77.85,76.96,100000
2012/1/25,77.695,77.65,78.28,77.56,100000
2012/1/26,77.455,77.68,77.8,77.3,100000
2012/1/27,76.69,77.45,77.48,76.65,100000
2012/1/30,76.37,76.755,76.77,76.22,100000
2012/1/31,76.29,76.37,76.42,76.16,100000
2012/2/1,76.18,76.29,76.35,76.03,100000
2012/2/2,76.18,76.2,76.24,76.04,100000
2012/2/3,76.595,76.19,76.74,76.14,100000
2012/2/6,76.575,76.555,76.8,76.49,100000
2012/2/7,76.8,76.57,76.96,76.52,100000
2012/2/8,77.05,76.79,77.19,76.71,100000
2012/2/9,77.65,77.045,77.72,77.03,100000
2012/2/10,77.625,77.64,77.8,77.52,100000
2012/2/13,77.565,77.66,77.78,77.39,100000
2012/2/14,78.41,77.57,78.54,77.36,100000
2012/2/15,78.39,78.42,78.66,78.18,100000
2012/2/16,78.89,78.38,78.96,78.36,100000
2012/2/17,79.565,78.89,79.61,78.79,100000
2012/2/20,79.62,79.75,79.88,79.36,100000
2012/2/21,79.735,79.625,79.85,79.55,100000
2012/2/22,80.29,79.74,80.4,79.73,100000
2012/2/23,79.97,80.28,80.35,79.85,100000
2012/2/24,81.2,79.97,81.21,79.93,100000
2012/2/27,80.48,81.59,81.59,80.13,100000
2012/2/28,80.49,80.49,80.78,80.03,100000
2012/2/29,81.285,80.5,81.31,80.25,100000
2012/3/1,81.13,81.28,81.38,80.84,100000
2012/3/2,81.795,81.14,81.87,81.08,100000
2012/3/5,81.52,81.85,81.85,81.15,100000
2012/3/6,80.74,81.52,81.58,80.59,100000
2012/3/7,81.16,80.755,81.22,80.58,100000
2012/3/8,81.54,81.16,81.73,81.09,100000
2012/3/9,82.475,81.535,82.64,81.48,100000
2012/3/12,82.315,82.45,82.51,82.11,100000
2012/3/13,82.99,82.32,83.08,81.97,100000
2012/3/14,83.75,82.99,83.82,82.89,100000
2012/3/15,83.62,83.74,84.17,83.19,100000
2012/3/16,83.43,83.61,83.94,83.19,100000
2012/3/19,83.38,83.5,83.57,83.02,100000
2012/3/20,83.68,83.39,83.83,83.33,100000
2012/3/21,83.42,83.675,84.09,83.29,100000
2012/3/22,82.62,83.42,83.47,82.33,100000
2012/3/23,82.345,82.61,82.95,81.99,100000
2012/3/26,82.88,82.44,82.99,82.435,100000
2012/3/27,83.19,82.87,83.38,82.64,100000
2012/3/28,82.885,83.18,83.18,82.61,100000
2012/3/29,82.395,82.88,82.97,81.93,100000
2012/3/30,82.86,82.4,82.88,81.84,100000
2012/4/2,82.1,82.965,83.3,81.88,100000
2012/4/3,82.815,82.1,82.99,81.56,100000
2012/4/4,82.42,82.81,82.93,82.09,100000
2012/4/5,82.365,82.43,82.47,81.83,100000
2012/4/6,81.635,82.365,82.55,81.31,100000
2012/4/9,81.555,81.555,81.67,81.2,100000
2012/4/10,80.725,81.55,81.86,80.64,100000
2012/4/11,80.865,80.72,81.12,80.59,100000
2012/4/12,80.87,80.86,81.13,80.74,100000
2012/4/13,80.91,80.865,81.19,80.83,100000
2012/4/16,80.435,80.945,80.99,80.32,100000
2012/4/17,80.89,80.43,80.92,80.33,100000
2012/4/18,81.285,80.88,81.56,80.88,100000
2012/4/19,81.605,81.28,81.73,81.17,100000
2012/4/20,81.53,81.58,81.77,81.48,100000
2012/4/23,81.17,81.58,81.66,80.97,100000
2012/4/24,81.325,81.18,81.39,80.86,100000
2012/4/25,81.32,81.32,81.69,81.09,100000
2012/4/26,80.99,81.315,81.42,80.67,100000
2012/4/27,80.27,80.98,81.4,80.22,100000
2012/4/30,79.81,80.32,80.38,79.74,100000
2012/5/1,80.09,79.82,80.29,79.65,100000
2012/5/2,80.13,80.09,80.59,80.05,100000
